Age in 5-year groups ,Region,Religion,Ethnicity,Education in single years,Number of household members,Educational attainment,Frequency of reading newspaper or magazine,Frequency of listening to radio,Frequency of watching television,Literacy,Ever participated in a literacy program,Use of internet,Frequency of using internet last month,Owns a mobile telephone,Wealth index factor score for urban/rural,Wealth index for urban/rural,Wealth index factor score combined (5 decimals)
5.0,10.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,2.0,0.0,,1.0,3.0,1.0,-79928.0,1.0,-7910.0
3.0,10.0,5.0,1.0,7.0,9.0,3.0,0.0,0.0,2.0,0.0,,1.0,3.0,1.0,-61997.0,2.0,6246.0
3.0,10.0,4.0,1.0,12.0,4.0,4.0,0.0,2.0,2.0,0.0,,1.0,3.0,1.0,-78970.0,1.0,-7154.0
4.0,10.0,5.0,1.0,7.0,5.0,3.0,0.0,1.0,2.0,0.0,,1.0,2.0,1.0,-94353.0,1.0,-19298.0
3.0,10.0,5.0,5.0,6.0,5.0,2.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,-116495.0,1.0,-36779.0
1.0,10.0,7.0,5.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,-3286.0,3.0,-55983.0
3.0,10.0,7.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,-49111.0,2.0,-95926.0
4.0,10.0,7.0,8.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-101379.0,1.0,-141483.0
4.0,10.0,7.0,8.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-101379.0,1.0,-141483.0
2.0,10.0,1.0,3.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,10625.0,3.0,-43858.0
4.0,10.0,7.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-45760.0,2.0,-93004.0
2.0,10.0,6.0,8.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,-45760.0,2.0,-93004.0
3.0,10.0,7.0,8.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,,1.0,2.0,1.0,-23572.0,3.0,-73665.0
3.0,10.0,7.0,8.0,7.0,5.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,-54985.0,2.0,-101045.0
3.0,10.0,7.0,8.0,7.0,5.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,-54985.0,2.0,-101045.0
3.0,10.0,7.0,8.0,7.0,5.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,-54985.0,2.0,-101045.0
4.0,10.0,7.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-56788.0,2.0,-102617.0
4.0,10.0,7.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-56788.0,2.0,-102617.0
4.0,10.0,7.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-77601.0,2.0,-120758.0
4.0,10.0,7.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-77601.0,2.0,-120758.0
6.0,10.0,6.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-111481.0,1.0,-150289.0
6.0,10.0,6.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-111481.0,1.0,-150289.0
6.0,10.0,1.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-147909.0,1.0,-182040.0
6.0,10.0,1.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-147909.0,1.0,-182040.0
1.0,10.0,7.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,-156187.0,1.0,-189256.0
4.0,10.0,7.0,5.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-167882.0,1.0,-199450.0
4.0,10.0,7.0,5.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-167882.0,1.0,-199450.0
3.0,10.0,1.0,5.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-98857.0,1.0,-139285.0
2.0,10.0,6.0,7.0,12.0,4.0,4.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,-81991.0,2.0,-124584.0
6.0,10.0,3.0,6.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-70224.0,2.0,-114328.0
4.0,10.0,6.0,7.0,9.0,3.0,3.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,-45313.0,2.0,-92615.0
4.0,10.0,5.0,7.0,3.0,8.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-107556.0,1.0,-146868.0
4.0,10.0,5.0,7.0,3.0,8.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-107556.0,1.0,-146868.0
3.0,10.0,1.0,5.0,6.0,5.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-108417.0,1.0,-147618.0
7.0,10.0,96.0,8.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,12152.0,3.0,-42526.0
3.0,10.0,7.0,5.0,8.0,4.0,3.0,1.0,0.0,2.0,2.0,,1.0,2.0,1.0,-70394.0,1.0,-383.0
2.0,10.0,7.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,-61358.0,2.0,6750.0
2.0,10.0,7.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,-61358.0,2.0,6750.0
1.0,10.0,7.0,7.0,10.0,10.0,3.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,-68282.0,1.0,1283.0
4.0,10.0,7.0,5.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-4430.0,3.0,51693.0
4.0,10.0,7.0,5.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-4430.0,3.0,51693.0
4.0,10.0,7.0,7.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-34711.0,2.0,27787.0
7.0,10.0,7.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,-242761.0,1.0,-136462.0
2.0,10.0,6.0,7.0,6.0,4.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-326607.0,1.0,-202656.0
4.0,10.0,7.0,7.0,7.0,7.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-95018.0,1.0,-19824.0
4.0,10.0,7.0,7.0,7.0,7.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-95018.0,1.0,-19824.0
2.0,10.0,1.0,5.0,5.0,3.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-81769.0,1.0,-9364.0
1.0,10.0,7.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-277082.0,1.0,-163557.0
4.0,10.0,5.0,5.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-276342.0,1.0,-162973.0
4.0,10.0,7.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-275156.0,1.0,-162037.0
4.0,10.0,7.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-275156.0,1.0,-162037.0
4.0,10.0,7.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-275156.0,1.0,-162037.0
5.0,10.0,6.0,7.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,-132880.0,1.0,-168941.0
5.0,10.0,6.0,7.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,-132880.0,1.0,-168941.0
4.0,10.0,5.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-194068.0,1.0,-222274.0
2.0,10.0,6.0,7.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,-207761.0,1.0,-234209.0
4.0,10.0,6.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-206166.0,1.0,-232819.0
4.0,10.0,6.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-206166.0,1.0,-232819.0
3.0,10.0,1.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-152328.0,1.0,-185892.0
6.0,10.0,5.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-201466.0,1.0,-228722.0
5.0,10.0,5.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-133432.0,1.0,-169422.0
5.0,10.0,5.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-175550.0,1.0,-206133.0
3.0,10.0,5.0,5.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,-174006.0,1.0,-204788.0
5.0,10.0,5.0,5.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,-168533.0,1.0,-200017.0
6.0,10.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-149857.0,1.0,-183739.0
4.0,10.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-150536.0,1.0,-184330.0
4.0,10.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-150536.0,1.0,-184330.0
3.0,10.0,5.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-163991.0,1.0,-196058.0
3.0,10.0,5.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-163991.0,1.0,-196058.0
4.0,10.0,1.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-128448.0,1.0,-165078.0
5.0,10.0,5.0,7.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-166667.0,1.0,-198391.0
3.0,10.0,5.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-166667.0,1.0,-198391.0
3.0,10.0,5.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-166667.0,1.0,-198391.0
3.0,10.0,5.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-166667.0,1.0,-198391.0
3.0,10.0,5.0,7.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-166667.0,1.0,-198391.0
2.0,10.0,5.0,5.0,5.0,3.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-82528.0,2.0,-125053.0
4.0,10.0,5.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-157097.0,1.0,-190049.0
2.0,10.0,5.0,7.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-199898.0,1.0,-227355.0
2.0,10.0,5.0,7.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-199898.0,1.0,-227355.0
5.0,10.0,6.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-170954.0,1.0,-202128.0
2.0,10.0,95.0,7.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-204130.0,1.0,-231045.0
3.0,10.0,1.0,5.0,9.0,7.0,3.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,-178600.0,1.0,-85809.0
1.0,10.0,7.0,5.0,8.0,10.0,3.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,-26429.0,2.0,34326.0
2.0,10.0,7.0,5.0,9.0,4.0,3.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,-41191.0,2.0,22671.0
3.0,10.0,7.0,5.0,5.0,4.0,1.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,-32590.0,2.0,29461.0
5.0,10.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,-104237.0,1.0,-27102.0
4.0,10.0,7.0,1.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-268533.0,1.0,-156809.0
4.0,10.0,7.0,1.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-268533.0,1.0,-156809.0
4.0,10.0,7.0,1.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-268533.0,1.0,-156809.0
3.0,10.0,1.0,5.0,12.0,5.0,4.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,-155071.0,1.0,-67233.0
3.0,10.0,1.0,5.0,6.0,8.0,3.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,-96301.0,1.0,-20837.0
2.0,10.0,5.0,5.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,-96301.0,1.0,-20837.0
4.0,10.0,6.0,1.0,4.0,5.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,18087.0,3.0,69470.0
5.0,10.0,7.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-158535.0,1.0,-69968.0
1.0,10.0,7.0,6.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,-158535.0,1.0,-69968.0
2.0,10.0,6.0,7.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,-28929.0,2.0,32352.0
4.0,10.0,6.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-104682.0,1.0,-27453.0
4.0,10.0,6.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-104682.0,1.0,-27453.0
5.0,10.0,7.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-83738.0,1.0,-10918.0
4.0,10.0,7.0,4.0,9.0,6.0,3.0,0.0,0.0,2.0,2.0,,1.0,2.0,1.0,53327.0,4.0,97290.0
4.0,10.0,7.0,4.0,9.0,6.0,3.0,0.0,0.0,2.0,2.0,,1.0,2.0,1.0,53327.0,4.0,97290.0
6.0,10.0,6.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-262630.0,1.0,-152148.0
3.0,10.0,7.0,8.0,12.0,9.0,4.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,-108372.0,1.0,-30366.0
3.0,10.0,7.0,8.0,12.0,9.0,4.0,0.0,2.0,0.0,2.0,,0.0,0.0,1.0,-108372.0,1.0,-30366.0
1.0,10.0,7.0,8.0,12.0,9.0,4.0,0.0,0.0,2.0,2.0,,1.0,0.0,1.0,-108372.0,1.0,-30366.0
3.0,10.0,7.0,7.0,9.0,4.0,3.0,0.0,2.0,1.0,2.0,,0.0,0.0,0.0,-159046.0,1.0,-191748.0
3.0,10.0,7.0,7.0,9.0,4.0,3.0,0.0,2.0,1.0,2.0,,0.0,0.0,0.0,-159046.0,1.0,-191748.0
4.0,10.0,1.0,5.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-105960.0,1.0,-145476.0
4.0,10.0,1.0,5.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-105960.0,1.0,-145476.0
2.0,10.0,5.0,4.0,6.0,5.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,84427.0,4.0,20470.0
2.0,10.0,5.0,4.0,6.0,5.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,84427.0,4.0,20470.0
3.0,10.0,5.0,4.0,12.0,5.0,4.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-27469.0,2.0,-77061.0
3.0,10.0,4.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,23615.0,3.0,-32535.0
5.0,10.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,149756.0,5.0,77413.0
3.0,10.0,3.0,5.0,12.0,3.0,4.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,185522.0,5.0,108588.0
4.0,10.0,5.0,96.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-20053.0,3.0,-70597.0
5.0,10.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,41243.0,4.0,-17170.0
3.0,10.0,3.0,96.0,9.0,5.0,3.0,1.0,0.0,1.0,1.0,,0.0,0.0,1.0,13212.0,3.0,-41603.0
3.0,10.0,6.0,7.0,9.0,3.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,2890.0,3.0,-50600.0
3.0,10.0,6.0,7.0,9.0,3.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,2890.0,3.0,-50600.0
3.0,10.0,6.0,96.0,8.0,4.0,3.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,-45655.0,2.0,-92913.0
3.0,10.0,5.0,96.0,7.0,5.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,-22242.0,3.0,-72506.0
4.0,10.0,1.0,7.0,9.0,5.0,3.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,61967.0,4.0,893.0
4.0,10.0,1.0,7.0,9.0,5.0,3.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,61967.0,4.0,893.0
4.0,10.0,6.0,5.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,-43755.0,2.0,-91257.0
2.0,10.0,7.0,5.0,10.0,4.0,3.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,-43086.0,2.0,-90674.0
5.0,10.0,7.0,5.0,5.0,6.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,-65218.0,1.0,3703.0
5.0,10.0,7.0,5.0,5.0,6.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,-65218.0,1.0,3703.0
3.0,10.0,5.0,7.0,6.0,6.0,2.0,0.0,1.0,2.0,1.0,,0.0,0.0,1.0,-27918.0,2.0,33150.0
3.0,10.0,5.0,7.0,6.0,6.0,2.0,0.0,1.0,2.0,1.0,,0.0,0.0,1.0,-27918.0,2.0,33150.0
3.0,10.0,5.0,7.0,6.0,6.0,2.0,0.0,1.0,2.0,1.0,,0.0,0.0,1.0,-27918.0,2.0,33150.0
5.0,10.0,7.0,7.0,12.0,5.0,4.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,29775.0,3.0,78697.0
7.0,10.0,7.0,7.0,11.0,11.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,58469.0,4.0,101350.0
4.0,10.0,6.0,96.0,8.0,5.0,3.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,-57063.0,2.0,10141.0
4.0,10.0,6.0,96.0,8.0,5.0,3.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,-57063.0,2.0,10141.0
3.0,10.0,7.0,7.0,12.0,4.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,-143185.0,1.0,-57850.0
5.0,10.0,7.0,5.0,15.0,8.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,18088.0,3.0,69470.0
7.0,10.0,7.0,8.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,11678.0,3.0,64410.0
3.0,10.0,7.0,1.0,6.0,9.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-196032.0,1.0,-223986.0
3.0,10.0,7.0,1.0,6.0,9.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-196032.0,1.0,-223986.0
3.0,10.0,7.0,1.0,6.0,9.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-196032.0,1.0,-223986.0
3.0,10.0,7.0,1.0,6.0,9.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-196032.0,1.0,-223986.0
7.0,10.0,6.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-130813.0,1.0,-167139.0
2.0,10.0,6.0,2.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,-130813.0,1.0,-167139.0
1.0,10.0,6.0,2.0,6.0,9.0,2.0,0.0,0.0,0.0,2.0,,2.0,0.0,1.0,-130813.0,1.0,-167139.0
5.0,10.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-86621.0,1.0,-128620.0
3.0,10.0,4.0,2.0,3.0,10.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,-186989.0,1.0,-216104.0
2.0,10.0,4.0,2.0,7.0,10.0,3.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,-186989.0,1.0,-216104.0
3.0,10.0,6.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-54020.0,2.0,-100205.0
3.0,10.0,6.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,,2.0,0.0,1.0,-160914.0,1.0,-193376.0
5.0,10.0,6.0,2.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-142114.0,1.0,-176989.0
1.0,10.0,6.0,2.0,4.0,9.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,-142114.0,1.0,-176989.0
1.0,10.0,6.0,2.0,9.0,9.0,3.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,-97594.0,1.0,-138184.0
7.0,10.0,6.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,-156528.0,1.0,-189553.0
5.0,10.0,6.0,3.0,4.0,8.0,1.0,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,-171642.0,1.0,-202727.0
5.0,10.0,6.0,3.0,4.0,8.0,1.0,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,-171642.0,1.0,-202727.0
1.0,10.0,6.0,2.0,3.0,11.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-137538.0,1.0,-173001.0
1.0,10.0,6.0,2.0,3.0,11.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-137538.0,1.0,-173001.0
4.0,10.0,6.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,-82950.0,2.0,-125420.0
1.0,10.0,6.0,1.0,8.0,4.0,3.0,1.0,0.0,2.0,2.0,,0.0,0.0,1.0,-194580.0,1.0,-222720.0
5.0,10.0,4.0,3.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,,1.0,3.0,1.0,-93744.0,1.0,-134829.0
3.0,10.0,6.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-130884.0,1.0,-167201.0
3.0,10.0,6.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-130884.0,1.0,-167201.0
2.0,10.0,7.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-201297.0,1.0,-228575.0
2.0,10.0,7.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-201297.0,1.0,-228575.0
5.0,10.0,7.0,8.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-175890.0,1.0,-206430.0
5.0,10.0,6.0,2.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-139108.0,1.0,-174370.0
5.0,10.0,6.0,2.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-139108.0,1.0,-174370.0
6.0,10.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-170272.0,1.0,-201533.0
6.0,10.0,6.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,-149263.0,1.0,-183221.0
6.0,10.0,6.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,-149263.0,1.0,-183221.0
4.0,10.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-101076.0,1.0,-141220.0
4.0,10.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-101076.0,1.0,-141220.0
1.0,10.0,5.0,1.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-119168.0,1.0,-156989.0
4.0,10.0,5.0,3.0,3.0,12.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-84013.0,2.0,-126347.0
1.0,10.0,5.0,1.0,4.0,12.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-84013.0,2.0,-126347.0
1.0,10.0,5.0,1.0,4.0,12.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,-84013.0,2.0,-126347.0
1.0,10.0,5.0,1.0,6.0,12.0,2.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,-84013.0,2.0,-126347.0
2.0,10.0,8.0,3.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-80029.0,2.0,-122874.0
2.0,10.0,8.0,3.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-80029.0,2.0,-122874.0
4.0,10.0,6.0,3.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-92313.0,1.0,-133581.0
4.0,10.0,6.0,3.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-92313.0,1.0,-133581.0
1.0,10.0,7.0,8.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,-98504.0,1.0,-138978.0
5.0,10.0,6.0,1.0,8.0,11.0,3.0,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,-131856.0,1.0,-168049.0
5.0,10.0,6.0,1.0,8.0,11.0,3.0,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,-131856.0,1.0,-168049.0
4.0,10.0,4.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-131856.0,1.0,-168049.0
3.0,10.0,5.0,1.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-124317.0,1.0,-161477.0
3.0,10.0,5.0,1.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,-124317.0,1.0,-161477.0
2.0,10.0,7.0,8.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-129058.0,1.0,-165609.0
4.0,10.0,7.0,8.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-146491.0,1.0,-180805.0
